shelter_name,address,latitude,longitude,is_indoor,capacity,nearest_aqi_station,nearest_aqi_value,distance_to_station_km,risk_level,risk_reason,analysis_time
陸豐社區活動中心,陸豐路48號,23.920935,120.50099,True,45,台中,47,30.71,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
張厝村集會所,張厝村大圳巷9-6號,23.920935,120.50099,True,50,台中,47,30.71,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
平山里災民收容所平山里辦公處,平山二路47巷2號,23.921,120.6749,True,150,台中,47,25.21,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
甘霖宮,永福路一段12號,23.92112,120.541331,True,50,台中,47,28.55,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
福盛社區活動中心,永樂路88-8號,23.9236,120.7318,True,50,台中,47,25.61,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
東山里災民收容所觀音寺,東山路13號,23.9238,120.7167,True,150,台中,47,25.28,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
聖興宮,興寧路196號,23.923805,120.569898,True,197,台中,47,27.03,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
竹子社區活動中心,竹中巷41號,23.924464,120.503855,True,45,台中,47,30.22,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
鳳鳴里災民收容所鳳鳴國中禮堂,八卦路896號,23.9248,120.6397,True,250,台中,47,25.02,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
四芳社區活動中心,四湳路106-1號,23.925579,120.522486,True,73,台中,47,29.08,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
同安社區活動中心,西畔巷11-1號,23.925671,120.528556,True,145,台中,47,28.75,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
光雲社區活動中心,意善巷78-1號,23.92713,120.555617,True,88,台中,47,27.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
湳墘社區活動中心,忠心路13-1號,23.92828,120.532649,True,39,台中,47,28.29,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
同仁社區活動中心,同仁村東畔路7-1號,23.92828,120.532649,True,43,台中,47,28.29,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
新興里災民收容所新豐國小禮堂,彰南路三段221號,23.9294,120.6724,True,250,台中,47,24.27,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
麒麟國小,武界路7號,23.9304,120.99,True,280,台中,47,40.2,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
崙子社區活動中心,九分路192-1號,23.930578,120.566311,True,35,台中,47,26.49,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
五汴社區活動中心,五汴巷1號,23.9307,120.558809,True,35,台中,47,26.8,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
西勢社區活動中心,西安路117巷36號,23.931225,120.476644,True,30,台中,47,31.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
愛蘭里集會所,梅村路110號,23.9314,120.9902,True,50,台中,47,40.15,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
和興社區活動中心,永樂路143-2號,23.9322,120.7501,True,50,台中,47,25.19,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
內興里災民收容所德興國小活動中心,中興路200號,23.9325,120.693,True,250,台中,47,24.01,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
光華活動中心,光華二街200號,23.934,121.578,True,37,花蓮,28,20.46,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
義和村集會所,永平路513-12號,23.9349,120.7601,True,100,台中,47,25.24,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
內新里災民收容所內新里集會所,南營路283號,23.9357,120.6903,True,150,台中,47,23.63,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
義和社區活動中心,永平路447-12號,23.9359,120.7589,True,50,台中,47,25.09,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
港源社區五榖宮,南港路26號,23.9366,120.8663,True,50,台中,47,30.56,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
龍岩村集會所,龍南路154號,23.9376,120.7629,True,50,台中,47,25.06,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
珠格里集會所,珠生路36-5號,23.9376,120.9584,True,30,台中,47,37.18,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
太平國小,太平路289號,23.938168,120.552667,True,200,台中,47,26.34,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
埔心鄉立幼兒園,太平路336號,23.9385,120.5513,True,100,台中,47,26.37,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
永豐里災民收容所里辦公處,中華路190巷50號,23.9385,120.6703,True,100,台中,47,23.26,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
湳底社區活動中心,湳底路27-6號,23.940604,120.507252,True,30,台中,47,28.56,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
鳳山里災民收容所鳳山里集會所,八卦路1310號,23.9409,120.6379,True,100,台中,47,23.28,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
金龍宮,水頭路18號,23.9409,120.9707,True,30,台中,47,37.93,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
媽厝國小,湳底路67號,23.941071,120.496339,True,100,台中,47,29.19,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
清水社區活動中心,瀧林巷2-6號,23.9415,120.7725,True,100,台中,47,25.03,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
光明里災民收容所光復國小導師室地下室,光明一路67號,23.9416,120.7024,True,150,台中,47,23.1,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
桃米里集會所,桃米巷48-1號,23.9424,120.9269,True,50,台中,47,34.39,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
營南里災民收容所營南里集會所,營盤路113號,23.9438,120.6754,True,150,台中,47,22.67,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
福興里災民收容所福興里集會所永興宮,彰南路三段953號,23.944121,120.665769,True,50,台中,47,22.65,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
水頭里集會所,中正路121號,23.9446,120.9799,True,30,台中,47,38.44,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
廣福國小活動中心,內城巷3-2號,23.9447,120.7883,True,100,台中,47,25.4,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
美港社區活動中心,中山路一段118號,23.944818,120.562457,True,50,台中,47,25.23,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
溪南里集會所醒覺堂,珠生路59-1號,23.945,120.9567,True,60,台中,47,36.53,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
福興里災民收容所三玄宮,吉利路126號,23.9467,120.6593,True,150,台中,47,22.4,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
永福社區活動中心,永平路400號,23.9471,120.791,True,50,台中,47,25.29,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
萬豐國小,清華巷8號,23.947392,121.07602,True,200,台中,47,46.54,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
干城活動中心,干城一街97巷1號,23.9474,121.545,True,35,花蓮,28,22.63,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
文蘭活動中心,6鄰79號,23.9479,121.5068,True,100,花蓮,28,24.05,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
舊館國小,員鹿路4段201號,23.948035,120.525928,True,600,台中,47,26.79,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
二林工商,斗苑路4段500號,23.9482,120.4428,True,200,台中,47,32.27,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
大庭社區活動中心,崙仔腳路34-1號,23.949215,120.498582,True,40,台中,47,28.34,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
光榮里災民收容所省政府青少年活動中心,中學路1號,23.9498,120.6962,True,200,台中,47,22.12,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
國立暨南大學體育健康中心,大學路1號,23.950278,120.93,True,2200,台中,47,34.06,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
南港國小1甲-6甲與3間專科教室,南港路112之8號,23.9504,120.8693,True,60,台中,47,29.6,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
南港社區活動中心,南港路112之11號,23.9508,120.8695,True,50,台中,47,29.58,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
明聖國小,西安南路178號,23.951445,120.557191,True,400,台中,47,24.82,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
仁安活動中心,南海三街71號,23.9517,121.5968,True,63,花蓮,28,22.24,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
光華里災民收容所光華國小活動中心,光華四路2號,23.9522,120.6908,True,100,台中,47,21.81,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
營北里災民收容所營北里辦公處,中正路152-7號,23.9524,120.6877,True,100,台中,47,21.76,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
員林市育英國小,光明街31號,23.9526,120.5742,True,230,台中,47,23.93,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
南華活動中心,南華四街123號,23.9527,121.5513,True,63,花蓮,28,23.03,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
埔心鄉公所,員鹿路二段344號,23.9531,120.5435,True,100,台中,47,25.35,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
埔心國小,員鹿路二段254號,23.953935,120.544016,True,500,台中,47,25.25,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
東溪國小,員鹿路一段538號,23.953975,120.497939,True,50,台中,47,27.97,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
埔心國中,忠義北路51號,23.95404,120.543018,True,700,台中,47,25.29,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
稻香活動中心,慶豐路79號,23.9548,121.5757,True,40,花蓮,28,22.78,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
永興活動中心,永興七街86號,23.955,121.5683,True,53,花蓮,28,22.92,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
仁和活動中心,南海三街314號,23.9563,121.5876,True,101,花蓮,28,22.81,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
田中社區活動中心,田中央路275巷42弄113號,23.956799,120.46673,True,30,台中,47,29.86,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
老人文康中心,德華街17號,23.956882,120.47851,True,100,台中,47,29.03,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
成功里集會所,種瓜路87-2號,23.9575,120.8946,True,100,台中,47,30.84,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
枇杷里集會所,和二街1號,23.9579,120.9766,True,80,台中,47,37.31,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
草湖國中,彰化縣芳苑鄉草湖村功湖路草湖段140號,23.9583,120.3784,True,400,台中,47,36.63,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
員林市西區體館,雙景街50號,23.9587,120.5642,True,200,台中,47,23.77,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
杷城里集會所,民有二街69號,23.9588,120.9699,True,100,台中,47,36.69,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
員林市公所三樓禮堂,三民街18號,23.9591,120.5743,True,100,台中,47,23.27,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
溪湖鎮公所,大溪路2段423號,23.95923,120.478529,True,100,台中,47,28.84,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
溪湖國小,二溪路一段35號,23.95923,120.478529,True,100,台中,47,28.84,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
同聲集會所,光華街115號,23.9594,120.9655,True,100,台中,47,36.29,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
湖西國小,北聖路20號,23.959709,120.467753,True,60,台中,47,29.56,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
南埔社區活動中心,青宅巷56號,23.9599,120.6633,True,50,台中,47,20.91,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
光輝里災民收容所里集會所,府西路79號,23.9601,120.6861,True,150,台中,47,20.9,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
紫微宮,草溪路214號,23.9611,120.6689,True,30,台中,47,20.75,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
南埔里集會所,中正路305號,23.9611,120.6845,True,80,台中,47,20.78,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
草屯國小禮堂,玉屏路210號,23.9629,120.6845,True,200,台中,47,20.58,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
河東社區活動中心,河東路281號,23.962975,120.448106,True,30,台中,47,30.76,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
薰化里集會所,育英街18號2樓,23.9635,120.9623,True,25,台中,47,35.76,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
清新里集會所,育英街18號1樓,23.9635,120.9623,True,30,台中,47,35.76,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
南門里集會所,南昌街115巷2號,23.9637,120.9669,True,60,台中,47,36.13,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
義民祠,南村路8-1號,23.9638,120.9446,True,30,台中,47,34.28,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
湖東國小,大溪路二段423號,23.963927,120.482373,True,100,台中,47,28.19,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
福安宮,信善街1號,23.96397,120.479389,True,30,台中,47,28.39,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
王功國小,育嬰巷75號,23.9642,120.342,True,400,台中,47,39.37,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
虎山國小禮堂,新生路76號,23.9648,120.6809,True,200,台中,47,20.35,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
銅門收容所,9鄰53號,23.965,121.4944,True,70,花蓮,28,26.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
湖北國小,地政路201號,23.965221,120.47679,True,100,台中,47,28.48,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
春陽活動中心,3鄰龍山巷67-1號,23.965785,121.211132,True,100,花蓮,28,46.73,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
東昌活動中心,東海六街74號,23.9658,121.5953,True,47,花蓮,28,23.81,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
太清宮,太平路二段114號,23.9669,120.739,True,30,台中,47,21.17,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
員林市僑信國小,中山路二段280號,23.967,120.5716,True,200,台中,47,22.61,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
泰安里集會所,民族二街58號,23.9671,120.9756,True,50,台中,47,36.65,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
平林里集會所,健行路65巷31號,23.9673,120.7397,True,100,台中,47,21.15,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
員林市東山國小,山腳路四段212號,23.9678,120.601,True,300,台中,47,21.32,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
石川里集會所,石川路37-37號,23.968,120.7451,True,100,台中,47,21.26,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
西門里集會所,中正路511號,23.9681,120.9643,True,50,台中,47,35.64,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
仁里活動中心,仁里五街1號,23.9684,121.5925,True,90,花蓮,28,24.12,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
親愛村活動中心,高平路4號,23.968466,121.107902,True,100,台中,47,48.39,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
御史里舊集會所,東山路27號,23.9686,120.6685,True,50,台中,47,19.92,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
主農社區活動中心,中順街77號,23.9688,121.5968,True,50,花蓮,28,24.14,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
福興活動中心,福德街1號,23.9689,121.5624,True,106,花蓮,28,24.55,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
土城國小禮堂,中正路189號,23.9691,120.6763,True,200,台中,47,19.86,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
坪頂國小禮堂,南坪路40-2號,23.9692,120.6657,True,200,台中,47,19.86,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
鳳霞國小,五通南路82號,23.969739,120.526197,True,363,台中,47,24.81,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
敦和國小禮堂,敦和路72-6號,23.9698,120.668,True,200,台中,47,19.79,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
南昌活動中心,文化七街64號,23.9704,121.5797,True,72,花蓮,28,24.45,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
梧鳳國小,大溪路三段175號,23.970465,120.512005,True,363,台中,47,25.64,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
慈恩社區活動中心,九成街46號,23.9712,120.9598,True,50,台中,47,35.07,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
中正國小,中正路210號,23.9717,121.5997,True,187,花蓮,28,24.45,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
中原國小文中三國中預定地,中原路531號,23.9718,121.5964,True,85,花蓮,28,24.47,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
石川社區活動中心,石川路46-10號,23.9719,120.6606,True,50,台中,47,19.59,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
加老里集會所,加老路268號,23.972,120.6837,True,50,台中,47,19.56,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
大城社區活動中心,大城路18號,23.9721,120.9589,True,50,台中,47,34.93,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
中竹社區活動中心,竹福路181號,23.973162,120.504958,True,40,台中,47,25.88,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
新興社區活動中心,新興巷6-3號,23.973249,120.537435,True,30,台中,47,23.82,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
虎山社區活動中心,虎耳一街40號,23.9734,120.9777,True,120,台中,47,36.46,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
吉安國小,吉安路二段97號,23.9734,121.5628,True,223,花蓮,28,25.03,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
花蓮城隍廟香客大樓,成功街169號,23.9734,121.6058,True,100,花蓮,28,24.63,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
恆吉活動中心,大城路259號,23.9736,120.9498,True,60,台中,47,34.08,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
吉安活動中心,中興路355巷7號,23.9736,121.5643,True,32,花蓮,28,25.03,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
通天宮,員鹿路269-1號,23.973695,120.47264,True,30,台中,47,28.12,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
五穀宮,中山路三段99巷18號,23.974,121.5742,True,70,花蓮,28,24.92,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
親愛國小萬大分校,大安路87號,23.974175,121.127976,True,200,台中,47,50.01,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
雙冬社區活動中心,中正路83-1號,23.9749,120.7039,True,100,台中,47,19.46,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
勝安活動中心,慈惠一街30號,23.9754,121.5869,True,38,花蓮,28,24.93,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
宜昌活動中心,吉祥六街52巷9號,23.9756,121.5832,True,49,花蓮,28,24.99,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
忠孝國小,中華路298號,23.9756,121.5986,True,47,花蓮,28,24.89,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
主權社區活動中心,中原路666號,23.9757,121.5938,True,72,花蓮,28,24.92,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
蜈蚣里集會所,蜈蚣路36號,23.9767,120.9897,True,50,台中,47,37.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
南村里集會所,中山路四段373號,23.976883,120.919707,True,70,台中,47,31.39,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
碧洲社區活動中心,立人路763巷59號,23.9773,120.6864,True,100,台中,47,18.99,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
勝安宮,慈惠三街118號,23.9777,121.5867,True,1300,花蓮,28,25.19,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
敦和里集會所,仁愛街156號,23.9778,120.7005,True,50,台中,47,19.09,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
聖地慈惠堂,慈惠三街136號,23.978,121.586,True,700,花蓮,28,25.23,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
中正體育館,公園路53號,23.978,121.6142,True,593,花蓮,28,25.15,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
國風國中,林政街7號,23.9785,121.5954,True,800,花蓮,28,25.22,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
新寶國小,芳漢路129巷100號,23.978617,120.35004,True,150,台中,47,37.85,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
山腳社區活動中心,信洋街40號,23.9788,120.7257,True,20,台中,47,19.51,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
碧峰里集會所,碧峰路135巷6號,23.9789,120.7177,True,100,台中,47,19.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
明義國小,明義街107號,23.979,121.6029,True,185,花蓮,28,25.26,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
房里里集會所,房里路7-1號,23.9791,120.9493,True,40,台中,47,33.69,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
南埔將軍廟文教中心,中正路288-41號,23.9797,120.6982,True,100,台中,47,18.85,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
大園國小,彰化縣埔鹽鄉豐澤村埔打路45之1號,23.9798,120.4882,True,150,台中,47,26.51,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
旭光高中禮堂,中正路568-23號,23.9799,120.6866,True,200,台中,47,18.71,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
富寮里集會所,富頂路一段267號,23.9801,120.6947,True,20,台中,47,18.76,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
平林國小禮堂,健行路65巷90號,23.9801,120.721,True,200,台中,47,19.25,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
新庄里集會所,芬草路二段342號,23.9803,120.6806,True,50,台中,47,18.63,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
上林老人活動中心,草溪路599巷2弄8號,23.9804,120.6799,True,60,台中,47,18.61,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
北山國中,中正路4段157號,23.9805,120.8736,True,50,台中,47,27.53,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
北山國小1甲-6甲與6間專科教室,中正路4段19之1號,23.9808,120.8939,True,50,台中,47,29.06,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
籃城社區活動中心,籃城路21號,23.981,120.9567,True,100,台中,47,34.2,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
加興宮,加老南路282-1號,23.9813,120.6872,True,30,台中,47,18.55,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
龍泉宮,玉屏巷24-2號,23.9815,120.7911,True,20,台中,47,22.0,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
碧峰國小禮堂,立人路439號,23.9817,120.6775,True,200,台中,47,18.46,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
南天宮,中正路4段160-1號,23.9817,120.8724,True,50,台中,47,27.35,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
嘉長宮,加老東路68號,23.9818,120.7911,True,30,台中,47,21.97,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
花蓮市公所,林森路252號,23.9821,121.6068,True,37,花蓮,28,25.6,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
慶豐活動中心,慶北一街237號,23.9825,121.5632,True,61,花蓮,28,26.02,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
敦和宮,敦和路74號,23.9835,120.664,True,200,台中,47,18.28,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
國立花蓮農業職業學校,建國路161號,23.9836,121.599,True,382,花蓮,28,25.78,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
中原國小禮堂,坪腳巷20號,23.984,120.7428,True,200,台中,47,19.51,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
大西國小,大崙路10號之1,23.9841,120.5261,True,100,台中,47,23.56,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
永和宮,中和路57-1號,23.9841,120.6638,True,20,台中,47,18.22,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
永安宮,玉屏路129號,23.9847,120.7951,True,20,台中,47,21.92,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
天盛國小,彰化縣埔鹽鄉天盛村番金路68之1號,23.985,120.4288,True,150,台中,47,30.74,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
坪頂社區活動中心,南坪路29號,23.9852,120.7206,True,30,台中,47,18.69,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
擺塘社區活動中心,擺塘橫巷1-1號,23.985318,120.559998,True,30,台中,47,21.43,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
埔鹽鄉立幼兒園,彰化縣埔鹽鄉新水村6鄰大新路1巷12-80巷32號,23.9858,120.4423,True,200,台中,47,29.59,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
新水國小,彰化縣埔鹽鄉新水村大新路15號,23.9858,120.4453,True,200,台中,47,29.35,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
花蓮高商,中山路418號,23.9865,121.6025,True,266,花蓮,28,26.09,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
北昌活動中心,南華四街123號,23.987,121.5947,True,83,花蓮,28,26.17,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
守成社區活動中心,守城二巷1號,23.9872,120.9863,True,50,台中,47,36.42,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
草屯國中禮堂,虎山路808號,23.9876,120.7183,True,200,台中,47,18.37,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
富功國小禮堂,中正路567號,23.9877,120.6624,True,200,台中,47,17.83,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
中原里集會所,中和路57號,23.9879,120.7183,True,100,台中,47,18.34,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
南港國小,彰化縣埔鹽鄉南港村埔菜路29之2號,23.988,120.4958,True,200,台中,47,25.32,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
貢旗社區活動中心,大崙路2-1號,23.988147,120.538159,True,50,台中,47,22.45,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
大村國中,中山路2段240號,23.9882,120.5655,True,100,台中,47,20.86,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
村上社區活動中心,中正東路98巷2號,23.988403,120.566488,True,50,台中,47,20.78,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
加錫社區活動中心,加錫二巷16-3號,23.988689,120.524909,True,50,台中,47,23.25,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
向善里集會所,向善路75號,23.9887,120.9253,True,40,台中,47,31.07,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
南美崙營區,新興路80號,23.9887,121.6157,True,300,花蓮,28,26.35,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
村上國小,中山路2段242號,23.9889,120.5648,True,150,台中,47,20.83,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
永安活動中心,太昌路488號,23.989,121.5731,True,156,花蓮,28,26.58,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
北投里新集會所,北投路185號,23.9892,120.6913,True,100,台中,47,17.72,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
大石社區活動中心,中正路3段235之3號,23.9893,120.8616,True,50,台中,47,25.97,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
新豐里集會所,稻香路56號,23.9909,120.6894,True,60,台中,47,17.51,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
忠孝國小,守城路28號,23.991,120.9798,True,180,台中,47,35.64,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
